id,tweet,label,label_num
1.32586E+18,with true leadership like this and a vaccine on the horizon i am so damn hopeful for the first time in four years just saying that out loud really underscores how f #ed up trump's presidency really was was huge breath and looooooonnnnggg exhale,ProVax,0
1.32587E+18,#coronavirus is scam and vaccine is bigger scam,AntiVax,1
1.32587E+18,people i've seen saying they'd reject the vaccine derek from down the pub youtube channels facebook moms people i've seen saying they'd get it academics other phd students medical professionals who do i side with #vaccine #covid #covidvaccine,ProVax,0
1.32587E+18,flu vaccines never reach enough said what does pfizer's effective covid vaccine actually mean via nypost,Neutral,2
1.32587E+18,donaldjtrumpjr realdonaldtrump vp ivankatrump good news will take covid vaccine first to ease out safety concerns pfizer ceo,ProVax,0
1.32588E+18,yes the vaccine sounds promising but what are we doing to keep these alarming #covid numbers under control nowwill the priority be health or wealth fordnation onhealth you can rebuild wealthbut one life lost is one too many,ProVax,0
1.32589E+18,the world got some positive news today with the announcement of a very promising covid vaccine but it will take more time before a vaccine is ready and the state of ohio is in a pivotal time in the fight against coronavirus,ProVax,0
1.32589E+18,meekcaroline allisonpearson liamhalligan im fit as a flea look run my own business and will not be having any vaccines covid or otherwise,AntiVax,1
1.32589E+18,zaminiqbal leilaluheshi to answer the original question yes those numbers are normal for vaccine trials,ProVax,0
1.32589E+18,ok so in honor of the good news about the vaccines so far thats been on the news would you get the covid vaccine,ProVax,0
1.3259E+18,tell congress make sure a covid vaccine is free for all,ProVax,0
1.32591E+18,good news hopes rise for the end of the pandemic as pfizer says the vaccine is effective finger crossed #covid #covidvaccine #covid #covidvaccine #pzifer via wsj,ProVax,0
1.32592E+18,so the flu vaccine has been under development for years and still it's only effective on people at best great news that it's only taken months to research develop and test a vaccine for covid just fuck off will you stop taking the piss,AntiVax,1
1.32595E+18,are you kidding why would you get an improperly tested no long term study #dna changing #covid #vaccine follow dr humphrey busydrt delbigtree you will never get another #vaccine again check out cdc #coronavirus survival rate,AntiVax,1
1.32598E+18,realdonaldtrump usfda the pfizer vaccine didnt have a fucking thing to do with you or your almost nonexistent covid program pack a bag you are finished,Neutral,2
1.32599E+18,sorry not taking any vaccine no matter how much i love our president what surprises me that you are for a vaccine when all the world knows the evil that has been cause by bill gates and dr fauci against the american people ask dr judy mikovits drjudyamikovits,AntiVax,1
1.32601E+18,the main issue is that the vaccine which is based on a novel technology that uses synthetic mrna to activate the immune system against the virus needs to be kept at minus degrees celsius #pfizer #covid,Neutral,2
1.32606E+18,kingshenry vanguardngrnews never take no vaccines for covid people that's a coy to deceive people in essence it's a microchip that would be user for monitoring people as soon as trump lost they're all talking about the vaccines be warned is here,AntiVax,1
1.32608E+18,no vaccine developed in five minutes can be safe only politicians and dickheads from the wef should take it give klaus a double dose wanker,AntiVax,1
1.3261E+18,keirstarmer government are in the process of rolling out to all nhs staff an untested covid vaccine what side effects they will suffer in the years to come who can say using unknowing people as unpaid guinea pigs to provide huge profits for the greedy pharmaceutical organisation,AntiVax,1
1.32612E+18,ccp vaccine thanks but no thanks #ccpvirus,AntiVax,1
1.32615E+18,biontech the german company behind the potential covid vaccine #biontech #pfizer #covidvaccine,Neutral,2
1.32615E+18,amazing news gnbt #covid #vaccine pipelinereview drsanjaygupta,ProVax,0
1.32617E+18,wow amazing news of a potential vaccine for covid pfizer biontechgroup #covid #covidvaccine #research #innovation,ProVax,0
1.32618E+18,barely a week after the us election and there is this great news of the pfizer vaccine not suspect at all #lockdownuk #pfizervaccine #covid,ProVax,0
1.32623E+18,thanks for your bigly work on the vaccine lka,ProVax,0
1.32626E+18,do not take any vaccine before years testing,AntiVax,1
1.32682E+18,cnn they're lying about covid prof sucharit bhakdi interviewer would you take the #covid vaccine prof sucharit bhakdi of course not i'm not mad #scamdemic,AntiVax,1
1.32704E+18,tesssummers if boris is so confident about this maybe he could answer this q who is going to be held liable for compensation if this is harmful will it be pfizer or downingstreet or are they exempt that q needs answered borisjohnson matthancock #vaccine #covid,AntiVax,1
1.32833E+18,nd virus vaccine shows overwhelming success in us tests,ProVax,0
1.32841E+18,arianadmichaels and those front line workers too and i'll take the vaccine if dr fauci and biden's coronavirus task force considers it safe,ProVax,0
1.32846E+18,aborted fetuses are in the vaccines,AntiVax,1
1.32903E+18,now what the fuck is this efficacy revision of vaccines oh and yes it had to be more than,AntiVax,1
1.32906E+18,what is mrna in enthusiasm for vaccine news i had not bothered to read this is groundbreaking tech truly amazing cant get my head around how one makes mrna googling what is synthetic rna but unknown immune response inflammation is concerning,Neutral,2
1.32907E+18,even with a vaccine covid will last for years expert says,Neutral,2
1.32915E+18,i'll take a covid vaccine before before i fly on a max,ProVax,0
1.33091E+18,what are the potential #supplychain challenges associated with globally distributing a covid #vaccine register today for our upcoming webinar where we'll discuss the biggest threats to supply chains including,Neutral,2
1.33134E+18,newtgingrich this vaccine for the coronavirus should be called trump's vaccine not biden's back scene the democrats are already acting like he's going to get the credit for it ain't no damn way million people know better course right now how biden is a lying president,Neutral,2
1.3327E+18,pfizer's covid vaccine is reportedly being flown by united airlines chartered flights to distribution hubs in anticipation of fda approval #wallst,Neutral,2
1.33315E+18,how mapping technology and location intelligence will help covid vaccine distribution via fiercehealth #covid,Neutral,2
1.33348E+18,no covid vaccine no normal life uk minister suggests,Neutral,2
1.33378E+18,which covid vaccine could reach developing countries first,Neutral,2
1.33379E+18,rudygiuliani pharmcompanies created a covid vaccine in warp speed prestrump had these vaccines produced almost ready for the market for free just another reason for him to get the nobel peace prize prestrump shud go down in history as the person who literally saved the world,Neutral,2
1.33406E+18,ianlabour just a different strain of the flu not included in the vaccine hence my statement coronavirus is a new phenomenon as is the vaccine #coronavirus #covidvaccine #covid,ProVax,0
1.33433E+18,people here dying in global record numbers each day and still the fda cant figure out it might be a good idea to get cytodyns leronlimab out there to save some lives just keep paying attention to bigpharma vaccines while thousands die each day great work for pharma lobbyists,Neutral,2
1.33438E+18,option a sa does not have the money option b anc didn't pay so they can keep us in lockdown longer and blame lack of access to vaccines,Neutral,2
1.33452E+18,as much as there are probably others that need it more political figures and celebrities have always played a part in popularizing getting vaccinated someone needs to pay the top anti-vax celebrity to get it and see what happens,AntiVax,1
1.33479E+18,companies in the covid supply chain from research of therapies healthcare delivery to distribution of a vaccine need to be vigilant and remain on high alert during this time #healthcare #lifesciences #covid #cybersecurity,Neutral,2
1.33517E+18,other countries now following the uk to approve the pfizer biontech #covid vaccine bahrain's regulators have now also signed it off making them the second country after the uk to do so,Neutral,2
1.33596E+18,a #covid #vaccine has arrived get ready for the rollout the uk is set to become the first western country to vaccinate its citizens,Neutral,2
1.32567E+18,dhs multiple covid vaccines may be available at the same time read more #billgates #cdc #gatesfoundation #gavi #sdg #un #vaccination #vaccine,Neutral,2
1.32567E+18,drangelacdunn please consider the uber lower cfr in africa is mapped directly to geographic locations w endemic malaria where anti-malaria rx are in wide use zinc ionophores as a rx for coronavirus sars-cov is mutating fast it could dodge current vaccine solutions,Neutral,2
1.32567E+18,no coronavirus vaccine for common people till covid won't vanish says aiims director randeep guleria coronavirus outbreak news,Neutral,2
1.32568E+18,inside the effort to get americans a covid vaccine david martin reports on the military efforts underway to inoculate million americans with an anticipated covid vaccine,Neutral,2
1.32568E+18,#covid mutations in coronavirus have triggered culls of all million farmed mink in denmark part of the country has been put under lockdown after danish authorities found genetic changes they say might undermine the effectiveness of future covid vaccines,Neutral,2
1.32572E+18,johnrashton whether an effective covid vaccine will be universally available in the uk within a year is unclear,Neutral,2
1.32572E+18,britons should be paid to take covid vaccine says oxford professor,AntiVax,1
1.32577E+18,#breaking pfizer's #covid vaccine prevented more than of infections in a study of tens of thousands of volunteers reports business,Neutral,2
1.32577E+18,wow this is great news although it sounds like they'll only be able to give it to th of the world's population by the end of next year hopefully other vaccines will pick up the slack,ProVax,0
1.32577E+18,the first #coronavirus vaccine can prevent more than of people from getting #covid a preliminary analysis shows,Neutral,2
1.32577E+18,positive news on one potential mrna based #covid vaccine this is just interim data though so many key questions remain on duration of efficacy sub group analysis etc,ProVax,0
1.32577E+18,very encouraging news regarding #covid vaccine it has long been apparent that a vaccine is the best way out of this mess,ProVax,0
1.32577E+18,the same people in the comments saying they wont take this vaccine are the same ones saying that they want life to go back to pre covid you cant make this idiocy up,ProVax,0
1.32577E+18,a vaccine with per cent success rate and no apparent side-effects so far is on its way out soon keeping fingers crossed for this one,ProVax,0
1.32578E+18,cant wait to see all the anti-vaxxers claiming your toes fall off because of this vaccine,ProVax,0
1.32579E+18,a vaccine that takes years to validate nahhh count me out ill take my chances,AntiVax,1
1.32581E+18,desperately searching my retirement funds to see if there is some pfizer stock there #vaccine #pfizer #covidvaccine #covid,Neutral,2
1.32582E+18,do you plan on getting pfizers pfe #coronavirus vaccine once its released to the public,Neutral,2
1.32582E+18,quick question whats the recent #tea on the anti-vaxxers and the covid-vaccines asking for a friend #pfizer #covid #covidvaccine #longcovid,ProVax,0
1.32583E+18,while this is good news i doubt i'd take the vaccine until its been in the mainstream for a while one of the few things i'm mainstream about is my health #covid #noguineapig #covid,AntiVax,1
1.32583E+18,fuck off and take your evil vaccine with you,AntiVax,1
1.32583E+18,we know the #vaccine is loaded w lethal dna changing poisons cancers autoimmune diseases includ artificial intelligence that will brain entrain human w gpfizer and biontech announce trial data showing covid vaccine is more than effective,AntiVax,1
1.32584E+18,just worth pointing out your immune system appears to be more effective than the vaccine they want to pump into you so why is it so important #phoneybaloney #covid #vaccine #plandemic #lockdown #bogusvirus,AntiVax,1
1.32585E+18,#uk #canada #germany #australia #blacktwitter #lgbt #muslims #coronavirus #france adds virus record for rd straight day and u #twitter fucks are worried about getting a vaccine taking off your masks u deserve this,ProVax,0
1.32586E+18,good #vaccine #china #covid,ProVax,0
1.32586E+18,amazingly encouraging news about #coronavirus vaccine the big questions for the tories how much money can they make of it how long will it take didoharding to fuck it up,ProVax,0
1.32587E+18,mabelruiz davidnakamura mviser sarahellison jdawsey maybe if you got your news from a reputable source you would actually know the truth pfizers head of vaccine research and development kathrin jansen telling the new york times that we were never part of the warp speed,ProVax,0
1.32587E+18,i hope beyond fucking hope the anti vaxxers just shut the fuck up and let anyone who wants the vaccine get it without listening to wind and pishget it or don't get it it's an individual choice,ProVax,0
1.32587E+18,i literally don't trust any vaccine that's fast tracked by the lame-duck trump administration that psycho would fast-track cow shit in a syringe if he thought it would be effective this can only end badly,AntiVax,1
1.32587E+18,such good news #coronavirusvaccine,ProVax,0
1.32588E+18,i stopped vaccines long ago but this is good news for those who choose to vaccinate,ProVax,0
1.32588E+18,drhmwood eleanorkendall tes borisjohnson swine flu epidemic back in a significant amount of people affected by a rare nerve disorder from a rushed vaccine some nhs staff were forced into it and had years trying to fight a case against gsk the vaccine maker with the coronavirus act all liability for makers gone,AntiVax,1
1.3259E+18,not for me no way check out only two-thirds of docs tell nj theyll take covid vaccine,AntiVax,1
1.3259E+18,good news on #covid vaccine trial supported by #eibgroup with #teameurope #investeu,ProVax,0
1.32591E+18,hopefully in a coveted vaccine perpahs the most important success in the decade,ProVax,0
1.32594E+18,thanks to president trump for working hard to provide this vaccine,Neutral,2
1.32596E+18,fuck the election fuck the covid vaccine fuck everything toyotathon is on,AntiVax,1
1.32601E+18,i don't know about you but my family and i will not take the #covid vaccine anytime soon,AntiVax,1
1.32604E+18,pfizer has said that early studies show their #covid #vaccine is effective after two doses having been tested on volunteers what amazing news let us know your thoughts #covidvaccine,ProVax,0
1.32609E+18,i have a question if we already know that covid has mutated and produce a different strain that has affected people differently some say more harshly how can a vaccine adequately protect people from a constantly mutating virus am i missing something or am i stupid,AntiVax,1
1.3261E+18,coronavirus the married couple behind the successful pfizer covid vaccine,Neutral,2
1.32613E+18,turkish vaccine i dont want it shove it up your ass i'll take my chances with covid,AntiVax,1
1.32614E+18,the intelligence when we look back this will be the moment things started to changea promising coronavirus vaccine podcasts the economist,ProVax,0
1.32614E+18,will you take a covid vaccine when it is available #covidvaccine #pfizer #pfizervaccine,Neutral,2
1.32614E+18,great news a vaccine which can prevent nine out of people getting covid is set to be put forward for emergency approval in case of any questions or if you need any assistance please contact us via,ProVax,0
1.32614E+18,what is wrong with people do they really want to be sick and maimed by this vaccine look at the ingredients it's full of poison,AntiVax,1
1.32615E+18,dan snow can participate in covid vaccine trials like a guinea pig himself forcing vaccines specifically for a virus with survival rate nazi thehistoryguy,AntiVax,1
1.32615E+18,mlchealth healthdpt bbcnewsni no thanks to vaacine its a completely new type of vaccine called rna never before used in humans i'll pass #informedconsent,AntiVax,1
1.32616E+18,will you get the fast tracked covid vaccine,Neutral,2
1.32616E+18,pfizer vaccine shows promise of efficacy great news for the world as for #africa and #uganda will our leaders have the political will and marshal the #covid resources both raised and donated to us to get this vaccine ariongm kaananamara,ProVax,0
1.32618E+18,pfizer saving the self esteem of men for years and now possible covid vaccine exciting,ProVax,0
1.32619E+18,wao great news coronavirus vaccine is effective,ProVax,0
1.3262E+18,im still super skepticalno vaccine for me in the near future or maybe ever,AntiVax,1
1.32621E+18,bitcoin price outlook still bullish despite drop from covid vaccine news,Neutral,2
1.32622E+18,agreed it seems too early in europe safety concerns dampen excitement over covid vaccine reuters uk,AntiVax,1
1.32624E+18,i think all the world leaders should step up and volunteer to be the first to test the vaccine makes sense doesnt it,AntiVax,1
1.32625E+18,unbelievable that there are people out there who think vaccines should be mandatory they deserve a double dose just to be on the safe side,AntiVax,1
1.32626E+18,i fully expect this keep that vaccine away from me boy #covid #covid #covidvaccine #nationallockdown,AntiVax,1
1.32699E+18,pfizer coronavirus vaccine volunteer describes side effects urges others to get it asap #foxnews,ProVax,0
1.32724E+18,a covid vaccine may cause unpleasant side effects people should be prepared scientists say via nbcnews,AntiVax,1
1.32727E+18,new from kevincollier north korea and russia are still trying to hack some of the world's most prominent coronavirus vaccine researchers cybersecurity researchers said friday,Neutral,2
1.32768E+18,trump administration reaches deal with pharmacies to make covid vaccine free jon rapaport article fake covid vaccine success farmerjones kracken shared,Neutral,2
1.32833E+18,moderna vaccine found highly effective against covid #coronavirus #covid #vaccine #virus,ProVax,0
1.32839E+18,the european union has struck a deal for up million doses of german biotech firm curevac's potential covid vaccine #business #world #coronavirus #news #health,Neutral,2
1.32903E+18,so its gone up just as a new vaccine announced its effectiveness get fucked,AntiVax,1
1.32904E+18,and so the bullshit begins covid is all about control and money #fuckthevaccine,AntiVax,1
1.32906E+18,just to have a potential covid vaccine and for it to be effective is just amazing in such a small amount of time pfizer,ProVax,0
1.32907E+18,pfizer you're saving the year hoping that your vaccine will clear all safety requirements,ProVax,0
1.32908E+18,mrswrites find the coronavirus vaccine,Neutral,2
1.3291E+18,pfizer will file for emergency use of covid vaccine on friday,Neutral,2
1.32937E+18,thejeremyvine i wouldnt have a problem to let a volunteer inject me with a covid vaccine i just think they should be paid for doing it,ProVax,0
1.32999E+18,one of the best overall explanations of what efficacy for #covid vaccines means as well as potential limitations of the vaccines,Neutral,2
1.33082E+18,uklabour rt keirstarmer this is really promising news we are thankful to everyone involved from the scientists to the trial volunteers we now need the government to set out a proper national plan for rollout of the vaccine that should start w,ProVax,0
1.33099E+18,oil prices settle up over on covid vaccine news,Neutral,2
1.33161E+18,as a behavioral economist this is absolute nonsense the only times freezing has been demonstrated has been in low-stakes situations getting a vaccine to protect you from a deadly disease is a high-stakes situation which pushes people to choose,ProVax,0
1.33167E+18,covid vaccines secured for more than jamaicans,Neutral,2
1.33207E+18,doctors warn side effects from covid vaccine won't be a walk in the park,AntiVax,1
1.33259E+18,realwayneroot no one cares what you do for christmas it is your house and your life but you have no right to be reckless with your health and go around town endangering others even the vaccine maker says to be careful idiot,Neutral,2
1.3327E+18,pm narendra modi to embark on a city visit today to review covid vaccine development via namo app,Neutral,2
1.33357E+18,most exciting news of beating imminent approval of covid mrna vaccines this is going to change everything,ProVax,0
1.33419E+18,both #moderna and #biontech which had been founded by a #turkish born entrepreneur called ugur sahin in moderna began developing a potential zika virus #vaccine while in biontech entered into a partnership with #pfizer to develop #mrna vaccines for influenza,Neutral,2
1.33432E+18,im willing to bet a lot of my own money the philippines wont give a free covid vaccine to its people come back at me please i dare anyone,Neutral,2
1.33453E+18,hawkinsbitesize hi amy our health advisory council recommends that a diagnosis of coeliac disease does not increase the risk of side effects or complications after vaccination the covid pfizer biontech vaccine will be rolled out in the uk from next week priority groups have,ProVax,0
1.33495E+18,isn't the vaccine a mild case of the virus,Neutral,2
1.33497E+18,years after coronation street's first ever episode was shown and years after john lennon took his final breath another historic event takes place on december the first administration of a #covid vaccine,Neutral,2
1.33557E+18,how safe will coronavirus vaccines be,Neutral,2
1.33614E+18,amid history of mistreatment doctors struggle to sell black americans on coronavirus vaccine,Neutral,2
1.33622E+18,at last some good news st person in the world to be vaccinated for covid margaret at years old and nd person named william shakespeare well done uk and thanks #pfizervaccine #biontech #positivity #nhs #happytuesday,ProVax,0
1.33623E+18,its hard not to feel emotional this moment is a triumph for science for human ingenuity for margaret for our nhs workers for the scared and for hope we are winning against #covid with vaccines the end is in sight,ProVax,0
1.33637E+18,business insider photos show what it looks like in the uk as citizens receive the first doses of the new covid vaccine,Neutral,2
1.32569E+18,some co's are cutting corners by conducting ph trials simultaneouslybut will they investigate whether of us adultsquarter of children suffering w chronic illness are at increased risk for adverse responses to the new covid vaccines before they are licensedmandated,AntiVax,1
1.32569E+18,more uk gov't social media networks agree measures to tackle covid vaccine disinformation #sputnikupdates,Neutral,2
1.3257E+18,whatever else happens in the biden administration joe is set up to reap the benefits of distributing a coronavirus vaccine and the economic recovery that follows,ProVax,0
1.3257E+18,inside the operation warp speed effort to get americans a covid vaccine,Neutral,2
1.3257E+18,#rt jacobth the latest the coronavirus and covid daily thanks to jeffwiegner funtoretire #coronavirus #vaccine,Neutral,2
1.32577E+18,if this result is confirmed it could be some really good news and it's just one of many vaccines in trials at the moment,ProVax,0
1.32577E+18,if proven safe a leading covid #vaccine candidate developed by #pfizer and biontech could begin distribution by end of the year,Neutral,2
1.32577E+18,ap news pfizer says early data signals covid vaccine is effective #business #diseaseoutbreaks #diseasesandconditions #generalnews #health #healthcareindustry #immunizations,Neutral,2
1.32577E+18,the company said that the analysis found that the vaccine was more than percent effective in preventing the disease among trial volunteers who had no evidence of prior coronavirus infection,Neutral,2
1.32577E+18,well this sounds really promising covid vaccine candidate is effective says manufacturer,ProVax,0
1.32577E+18,fantastic news pfizer says early analysis shows its covid vaccine is effective #covid #vaccine,ProVax,0
1.32577E+18,looks like more good news coming our way first trump virus eradicated now covid vaccine pfizer drug is more than effective in preventing infection #coronavirus aipcsouthmumbai aipcmaha,ProVax,0
1.32577E+18,it's not too late to get your flu shot remember to talk to your healthcare provider about which vaccine is right for you over age adult's immune defenses become weaker with age placing them at greater risk of severe illness from #influenza and #covid,ProVax,0
1.32577E+18,#breakingnews well this a breakthrough congratulations to science #covid we finally have vaccine,ProVax,0
1.32577E+18,very significant moment pfizer's coronavirus vaccine has been shown to be more than per cent effective in preventing covid in trial participants,ProVax,0
1.32578E+18,the demand to have the vaccine when it gets released even after those more at risk have it and taking into account anti-vaxxers will be insane,ProVax,0
1.32578E+18,ssssooooooo theyve already agreed in july to supply million of these vaccines and its at no thanks ill wait til we know the side effects etc i still dont get the flu vaccine,AntiVax,1
1.32578E+18,encouraging news for #covid vaccine #cyprus,ProVax,0
1.32578E+18,still not taking it vaccines take years of research to perfect not a year or less,AntiVax,1
1.32579E+18,some promising news on a potential coronavirus vaccine,ProVax,0
1.32579E+18,fingers crossed covid vaccine candidate is effective says manufacturer,ProVax,0
1.32579E+18,do they think we are fucking stupid just days after beijing joe is incorrectly crowned president a vaccine against coronavirus could help beat lockdown and help life get back to normal,AntiVax,1
1.3258E+18,guidofawkes we will not take your nazi inspired josef mengele #coronavirus vaccine fuck the new world order and borisjohnson #greatreset,AntiVax,1
1.32581E+18,finally there is hope that covid pandemic will end soon first vaccine effective #covid #vaccine #covidvaccine,ProVax,0
1.32583E+18,people who want a vaccine you must start asking some basic questions before letting god knows who put god knows what into you covid has yet been proven to exist what is the vaccine protecting you from is not great when your own immune system is already providing,AntiVax,1
1.32584E+18,heeeelllll no why do we need a vaccine if mostly everybody who had it recovered from it fuck that no other country needed a vaccine,AntiVax,1
1.32585E+18,can they hurry up w that covid vaccine its effective right thats coo enough for me im tryna kick it,ProVax,0
1.32585E+18,now that the word of a possible covid vaccine is near these cabal pos will start to shut things down to try to convince you and pressure you in to getting it we can't open if you don't get the shot bs about to happen #fuckyourvaccine,AntiVax,1
1.32585E+18,fuck this pfizer vaccine my scientist got there first with revlox which works a dream on covid as well as healing morons #revlox,AntiVax,1
1.32585E+18,i'm still not going to take a vaccine that has a less rate survival rate than nature itself,AntiVax,1
1.32586E+18,tonetalks yeah after an aged trump was diagnosed and recovered from covid very fast i told my big sister that a vaccine would be released soon i also told her i will not take the vaccine until the initial test subjects have survived for a few years-if at all probably not,AntiVax,1
1.32586E+18,i'd rather eat all my meals from the whites kingston than take that vaccine,AntiVax,1
1.32586E+18,its good to know that the pfizer covid vaccine is effective short term however the requirements this vaccine has to be in to remain effective are very strict f,ProVax,0
1.32588E+18,science is cool while i'm still not going to be first in line for the vaccine trials i'm glad to see that there is forward movement being shared,ProVax,0
1.32588E+18,any success vaccine news is a good news,ProVax,0
1.32589E+18,pfizers promising covid vaccine news is good news for modernas trials fauci says,ProVax,0
1.3259E+18,johnson welcomed reports of a coronavirus vaccine,Neutral,2
1.32591E+18,wow hopefully good news #biontech #pfizer pfizer and biontech announce trial data showing covid vaccine is more than effective,ProVax,0
1.32591E+18,cant wait for my covid vaccine and everything will magically go back to the old normal #fuckthenewnormal,ProVax,0
1.32593E+18,ivankatrump whitehouse realdonaldtrump no thanks we don't want your coronavirus vaccine give it back to your friends and family,AntiVax,1
1.32594E+18,you can shove your poison vaccine up your arse,AntiVax,1
1.32594E+18,a coronavirus vaccine thats a real shot in the arm,AntiVax,1
1.326E+18,tobyk secazar whitehouse in years they have never developed a vaccine for coronavirus historically vaccines take to years to develop and test they are still not safe hence vaers you want to take a new mrna vaccine developed in months stupidity,AntiVax,1
1.32602E+18,oh no they did seem to rush the vaccine out can only hope this adverse reaction event is a one-off,AntiVax,1
1.32609E+18,a coronavirus expert has claimed a vaccine will not end the pandemic,Neutral,2
1.32611E+18,just read some of the replies i wont be taking it id rather take my chances by wearing a mask its a scam i dont trust the scientists okay then if you catch the virus after refusing to take the vaccine you should be refused treatment,ProVax,0
1.32611E+18,pfizercongress pfizer congrats on the covid vaccine but i will not take any vaccine that the orange one is going to make money on,AntiVax,1
1.32613E+18,uk govt orders health service to be ready for covid vaccine by next month #coronavirus #covid #ukcovidvaccine #pfizer #pfizervaccine #covax #astrazeneca #moderna #vaccine,Neutral,2
1.32613E+18,italy will receive an initial mln shots of the pfizer coronavirus vaccineprobably in januarya government source told reuters on tuesday the country will be allocated some of the first million doses made available to europe the source said,Neutral,2
1.32615E+18,sliceandserve the speed drug companies have been pushing through covid vaccine testing is truly astonishing massively compressing timescales running various stages in parallel multiple avenues simultaneously etc kudos to all the scientists :-),ProVax,0
1.32621E+18,upbeat news on a coronavirus vaccine and a win for president-elect biden drive stocks significantly higher how should investors trade a potentially earlier re-opening,Neutral,2
1.32621E+18,the vaccine has been developed using a process mrna technology which has never been approved for human use,AntiVax,1
1.32621E+18,we all want a safe and effective vaccine as soon as possible but this timetable makes no sense i can't wait until january when we can rely on representations made by fed agencies hhs secretary coronavirus general vaccination programs by spring,ProVax,0
1.32621E+18,hell to the fucking no if we make a vaccine we get it first america is not a charity for the rest of the world trump champions america first policies a biden admin will champion america last,ProVax,0
1.32622E+18,not interested and its a load of bollox under months to make this vaccine takes decades to get these things right no thank you,AntiVax,1
1.32623E+18,fuck yall and that vaccine,AntiVax,1
1.32624E+18,lets be completely honest the media will give biden credit for the covid vaccine that was created under trump admin #fact,Neutral,2
1.32625E+18,sitting in the pub next spring like vaccine had a few unknown side effects but fuck its good to get back to normal #covid #vaccine #covid #covidvaccine,ProVax,0
1.32625E+18,all my friends are so excited for me about news of the potential vaccine assume i will be in first wave of adopters then i point out it could retrigger #guillainbarre syndrome so ideally i need real #herdimmunity #perfectstorm #covid #coviddiaries #backofthequeue,AntiVax,1
1.32666E+18,pfizer plans just-in-time covid vaccine distribution in canada freightwaves,Neutral,2
1.32745E+18,this is exactly trump he would withhold a vaccine because people didnt vote for him thats just how sick he is he will let you die to win #trumpterroism,ProVax,0
1.32809E+18,not interested in vaccine either would rather be infected than risk a fast tracked vaccine i read up on nanospheres thought provoking technology ripe for criminal abuse taught me a lot do not trust the govt staying out of the justice system is paramount,AntiVax,1
1.32836E+18,stockmarkets flying on vaccine news #stocks #shares #forex #covid,Neutral,2
1.32871E+18,tonixs covid vaccine candidate tnx show positive immune response results,ProVax,0
1.32894E+18,trump lied again he acted like it would be in a few weeks but everyone knows he's a fascist liar i'll take a vaccine after a year after it comes out i don't trust it,AntiVax,1
1.32904E+18,cnni no thanks my wife and i have had an alcoholic drink every night for the last months and we are still free from covid so it must be effective in preventing covid moderna vaccine pfizer vaccine no vaccine,AntiVax,1
1.32921E+18,investors are looking past the presidential election and toward a future with a safe and effective covid vaccine according to ameriprise chief market strategist david joy,Neutral,2
1.33053E+18,god bless rondesantisfl #vaccine #billgates #covid #coronavirus #liberalismisamentaldisorder #socialismisamentaldisorder #lockdown #socialdistancing miami florida,ProVax,0
1.33079E+18,interim analysis points to oxford astrazeneca covid vaccine having efficacy,Neutral,2
1.33101E+18,now comes the hardest part getting a coronavirus vaccine from loading dock to upper arm,ProVax,0
1.33108E+18,via nytimes vaccine will benefit poor countries for its cost normal refrigeration st dose mg to prime immunity nd dose mg to full immunity i will take the vaccine it requires mass vaccination regardless of efficacy,ProVax,0
1.3312E+18,i know a few of my pals arent certain about the vaccine but pls read this thread i know georgemonbiot isnt an epidemiologist or immunologist but he speaks so much sense cus guess what guys he listens to scientists,ProVax,0
1.33196E+18,great news for germany because covid vaccine may come here before christmas for health workers covid,ProVax,0
1.3326E+18,havent all countries affected by #covid already recovered without a vaccine why are our corrupt msm talking only about #covid cases deaths and not about the who have already recovered from it therefore who needs to be vaccinated if at all,AntiVax,1
1.3327E+18,pfizers covid vaccine is reportedly being flown by united airways chartered flights to distribution hubs in anticipation of fda approval,Neutral,2
1.33278E+18,qantas to require passengers to have coronavirus vaccine for international travel #qantas #covid #vaccine #coronavirus,Neutral,2
1.33419E+18,politics first coronavirus vaccine jabs given to patients at hospital hubs next week daily mirror,Neutral,2
1.33446E+18,can employers require you to get a covid vaccine krqe news,Neutral,2
1.33453E+18,prof van-tam on when teachers could receive covid vaccine,Neutral,2
1.3346E+18,the us #airline industry and its pilots are essential to the distribution of a covid vaccine congress and government leaders must #extendpsp now to ensure critical infrastructure is in place to distribute a vaccineamerican lives depend on it sentoddyoung,Neutral,2
1.33467E+18,should people be paid to get the covid vaccine via todayshow,Neutral,2
1.33485E+18,#albanian government pays million dollars for access to covid vaccine,Neutral,2
1.33496E+18,it makes a lot of sense for teachers to be among the first to receive the covid vaccine because once vaccinated they can safely engage in on-campus instruction and our schools can be reopened safely,Neutral,2
1.33601E+18,on #applenewstoday how the wealthy could get a #covid vaccine first what the future of movie theaters could look like possible answers about how life began on earth listen to the show on apple news,Neutral,2
1.33606E+18,this australian produced covid podcast has been great to listen to daily have not missed an episode in months this latest episode is probably the most interesting to date explaining with context the vaccines available in late early,Neutral,2
1.33628E+18,a year uk woman becomes the first in the world to receive a covid vaccine outside of trial,Neutral,2
1.33634E+18,watching his emotional reaction one can imagine the enormous pressure matthancock experiences while doing his bit towards the #vday #vaccine,Neutral,2
1.33651E+18,vietnam to start human trials for indigenous covid vaccine following successful testing on animals #news,Neutral,2
1.32567E+18,funder too late for that for sure meaning the campfire thing lets see how thats handled now with coronavirus hope biden does not try to take credit for a vaccine already in the works,Neutral,2
